tx_id,customer_id,account_id,tx_date,amount,currency,direction,category,description_raw,counterparty_key,is_recurring_flag,is_variable_amount
TX00000732,CUST00001,CUST00001_CHECKING,2024-12-17,-56.10448901873459,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000733,CUST00001,CUST00001_CHECKING,2024-12-07,-180.71156742990462,EUR,DEBIT,SHOPPING,HOME GOODS STORE PURCHASE,HOME GOODS STORE,False,True
TX00000734,CUST00001,CUST00001_CHECKING,2024-12-15,-428.53536082676004,EUR,DEBIT,TRANSFER_OUT,SAVINGS TRANSFER,,True,True
TX00000735,CUST00001,CUST00001_SAVINGS,2024-12-15,428.53536082676004,EUR,CREDIT,TRANSFER_IN,SAVINGS TRANSFER,,True,True
TX00000736,CUST00001,CUST00001_CHECKING,2025-01-02,2740.335676798509,EUR,CREDIT,SALARY,SALARY PAYMENT 2025-01,MANUFACTURING PLUS,True,False
TX00000737,CUST00001,CUST00001_CHECKING,2025-01-02,2607.564068561135,EUR,CREDIT,SALARY,SALARY PAYMENT 2025-01,EDUCATION BOARD,True,False
TX00000738,CUST00001,CUST00001_CHECKING,2025-01-21,-392.797576724562,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-01,PERSONAL LOANS INC,True,False
TX00000739,CUST00001,CUST00001_CHECKING,2025-01-24,-869.7003346018394,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2025-01,LANDLORD SERVICES,True,False
TX00000740,CUST00001,CUST00001_CHECKING,2025-01-22,-36.86326600082205,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2025-01,,True,False
TX00000741,CUST00001,CUST00001_CHECKING,2025-01-06,-432.9770563201687,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-01,PERSONAL LOANS INC,True,False
TX00000742,CUST00001,CUST00001_CHECKING,2025-01-12,-1020.0854118241206,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2025-01,HOME MORTGAGE BANK,True,False
TX00000743,CUST00001,CUST00001_CHECKING,2025-01-17,-24.43752583889521,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2025-01,MUSIC UNLIMITED,True,False
TX00000744,CUST00001,CUST00001_CHECKING,2025-01-25,-276.4784860194255,EUR,DEBIT,UTILITIES,UTILITIES 2025-01,GAS SUPPLY INC,True,True
TX00000745,CUST00001,CUST00001_CHECKING,2025-01-09,-220.07688464694493,EUR,DEBIT,INSURANCE,INSURANCE 2025-01,AUTO INSURANCE INC,True,False
TX00000746,CUST00001,CUST00001_CHECKING,2025-01-18,-486.25281322982374,EUR,DEBIT,LOAN_PAYMENT,,PERSONAL LOANS INC,True,False
TX00000747,CUST00001,CUST00001_CHECKING,2025-01-20,-90.5111439413406,EUR,DEBIT,UTILITIES,UTILITIES 2025-01,ELECTRIC COMPANY,True,True
TX00000748,CUST00001,CUST00001_CHECKING,2025-01-24,-6.028502144822111,EUR,DEBIT,TRANSPORT,PUBLIC TRANSIT PURCHASE,PUBLIC TRANSIT,False,True
TX00000749,CUST00001,CUST00001_CHECKING,2025-01-15,-20.733418371858612,EUR,DEBIT,GROCERIES,BAKERY DELIGHTS PURCHASE,BAKERY DELIGHTS,False,True
TX00000750,CUST00001,CUST00001_CHECKING,2025-01-16,-4.330904253876043,EUR,DEBIT,TRANSPORT,BIKE SHARE PURCHASE,BIKE SHARE,False,True
TX00000751,CUST00001,CUST00001_CHECKING,2025-01-14,-9.853132367526017,EUR,DEBIT,TRANSPORT,RIDE SHARE APP PURCHASE,RIDE SHARE APP,False,True
TX00000752,CUST00001,CUST00001_CHECKING,2025-01-16,-36.0300434445534,EUR,DEBIT,GROCERIES,NEIGHBORHOOD MARKET PURCHASE,NEIGHBORHOOD MARKET,False,True
TX00000753,CUST00001,CUST00001_CHECKING,2025-01-23,-25.006915169351423,EUR,DEBIT,SHOPPING,SPORTS EQUIPMENT PURCHASE,SPORTS EQUIPMENT,False,True
TX00000754,CUST00001,CUST00001_CHECKING,2025-01-22,-61.60312819818636,EUR,DEBIT,HEALTHCARE,MEDICAL CLINIC PURCHASE,MEDICAL CLINIC,False,True
TX00000755,CUST00001,CUST00001_CHECKING,2025-01-01,-34.49958015574544,EUR,DEBIT,UTILITIES,ELECTRIC COMPANY PURCHASE,ELECTRIC COMPANY,False,True
TX00000756,CUST00001,CUST00001_CHECKING,2025-01-12,-18.88249758941369,EUR,DEBIT,GROCERIES,FARMERS MARKET PURCHASE,FARMERS MARKET,False,True
TX00000757,CUST00001,CUST00001_CHECKING,2025-01-01,-10.79193340153038,EUR,DEBIT,RESTAURANT,FAST FOOD CHAIN A PURCHASE,FAST FOOD CHAIN A,False,True
TX00000758,CUST00001,CUST00001_CHECKING,2025-01-24,-33.87266193296128,EUR,DEBIT,SHOPPING,PHARMACY CHAIN PURCHASE,,False,True
TX00000759,CUST00001,CUST00001_CHECKING,2025-01-17,-34.77969605345932,EUR,DEBIT,GROCERIES,LOCAL BUTCHER PURCHASE,LOCAL BUTCHER,False,True
TX00000760,CUST00001,CUST00001_CHECKING,2025-01-02,-63.3032006416755,EUR,DEBIT,GROCERIES,DISCOUNT GROCERY PURCHASE,DISCOUNT GROCERY,False,True
TX00000761,CUST00001,CUST00001_CHECKING,2025-01-02,-38.354460622262316,EUR,DEBIT,RESTAURANT,SUSHI PLACE PURCHASE,SUSHI PLACE,False,True
TX00000762,CUST00001,CUST00001_CHECKING,2025-01-26,-16.254336723971324,EUR,DEBIT,TRANSPORT,PARKING SERVICES PURCHASE,PARKING SERVICES,False,True
TX00000763,CUST00001,CUST00001_CHECKING,2025-01-23,-10.765848251657708,EUR,DEBIT,TRANSPORT,FUEL STATION A PURCHASE,FUEL STATION A,False,True
TX00000764,CUST00001,CUST00001_CHECKING,2025-01-24,-47.87962613827529,EUR,DEBIT,RESTAURANT,PIZZA DELIVERY PURCHASE,PIZZA DELIVERY,False,True
TX00000765,CUST00001,CUST00001_CHECKING,2025-01-06,-11.233941548768636,EUR,DEBIT,RESTAURANT,,,False,True
TX00000766,CUST00001,CUST00001_CHECKING,2025-01-24,-18.590535900728636,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000767,CUST00001,CUST00001_CHECKING,2025-01-03,-7.521355456008163,EUR,DEBIT,SHOPPING,CLOTHING RETAILER B PURCHASE,CLOTHING RETAILER B,False,True
TX00000768,CUST00001,CUST00001_CHECKING,2025-01-15,-52.90128904132085,EUR,DEBIT,SHOPPING,ELECTRONICS STORE PURCHASE,ELECTRONICS STORE,False,True
TX00000769,CUST00001,CUST00001_CHECKING,2025-01-20,-47.63367695942765,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000770,CUST00001,CUST00001_CHECKING,2025-01-22,-19.41340833851302,EUR,DEBIT,RESTAURANT,FAST FOOD CHAIN A PURCHASE,FAST FOOD CHAIN A,False,True
TX00000771,CUST00001,CUST00001_CHECKING,2025-01-21,-30.995742001388564,EUR,DEBIT,RESTAURANT,SUSHI PLACE PURCHASE,SUSHI PLACE,False,True
TX00000772,CUST00001,CUST00001_CHECKING,2025-01-26,-12.73924466313055,EUR,DEBIT,RESTAURANT,,THAI RESTAURANT,False,True
TX00000773,CUST00001,CUST00001_CHECKING,2025-01-17,-5.675223336305055,EUR,DEBIT,MISCELLANEOUS,,CHECK DEPOSIT,False,True
TX00000774,CUST00001,CUST00001_CHECKING,2025-01-18,-65.81869481539675,EUR,DEBIT,GROCERIES,,FARMERS MARKET,False,True
TX00000775,CUST00001,CUST00001_CHECKING,2025-01-25,-12.588026080230712,EUR,DEBIT,SHOPPING,DEPARTMENT STORE PURCHASE,,False,True
TX00000776,CUST00001,CUST00001_CHECKING,2025-01-26,-40.30523822047152,EUR,DEBIT,RESTAURANT,LOCAL DINER PURCHASE,LOCAL DINER,False,True
TX00000777,CUST00001,CUST00001_CHECKING,2025-01-08,-35.67517390036204,EUR,DEBIT,GROCERIES,,SUPERMARKET CHAIN A,False,True
TX00000778,CUST00001,CUST00001_CHECKING,2025-01-07,-13.309834117897273,EUR,DEBIT,SHOPPING,DISCOUNT RETAILER PURCHASE,DISCOUNT RETAILER,False,True
TX00000779,CUST00001,CUST00001_CHECKING,2025-01-23,-14.302226543176007,EUR,DEBIT,RESTAURANT,,,False,True
TX00000780,CUST00001,CUST00001_CHECKING,2025-01-08,-36.80339144651434,EUR,DEBIT,SHOPPING,BOOKSTORE PURCHASE,BOOKSTORE,False,True
TX00000781,CUST00001,CUST00001_CHECKING,2025-01-22,-45.707076723834156,EUR,DEBIT,GROCERIES,SUPERMARKET CHAIN A PURCHASE,SUPERMARKET CHAIN A,False,True
TX00000782,CUST00001,CUST00001_CHECKING,2025-01-17,-17.877147711551387,EUR,DEBIT,RESTAURANT,FAST FOOD CHAIN A PURCHASE,FAST FOOD CHAIN A,False,True
TX00000783,CUST00001,CUST00001_CHECKING,2025-01-14,-53.9439579440759,EUR,DEBIT,HEALTHCARE,PHARMACY PURCHASE,PHARMACY,False,True
TX00000784,CUST00001,CUST00001_CHECKING,2025-01-13,-19.781561331500974,EUR,DEBIT,SHOPPING,ONLINE MARKETPLACE PURCHASE,ONLINE MARKETPLACE,False,True
TX00000785,CUST00001,CUST00001_CHECKING,2025-01-15,-33.197150739264245,EUR,DEBIT,SHOPPING,DEPARTMENT STORE PURCHASE,DEPARTMENT STORE,False,True
TX00000786,CUST00001,CUST00001_CHECKING,2025-01-18,-88.11010863451438,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000787,CUST00001,CUST00001_CHECKING,2025-01-11,-19.99954653880721,EUR,DEBIT,HEALTHCARE,,PHARMACY,False,True
TX00000788,CUST00001,CUST00001_CHECKING,2025-01-04,-11.779988999587147,EUR,DEBIT,MISCELLANEOUS,FOREIGN EXCHANGE PURCHASE,FOREIGN EXCHANGE,False,True
TX00000789,CUST00001,CUST00001_CHECKING,2025-01-11,-24.084940631900448,EUR,DEBIT,GROCERIES,ONLINE GROCERY PURCHASE,ONLINE GROCERY,False,True
TX00000790,CUST00001,CUST00001_CHECKING,2025-01-26,-21.261800427097885,EUR,DEBIT,UTILITIES,GREEN ENERGY LTD PURCHASE,GREEN ENERGY LTD,False,True
TX00000791,CUST00001,CUST00001_CHECKING,2025-01-16,-41.80831198898692,EUR,DEBIT,GROCERIES,,CONVENIENCE STORE,False,True
TX00000792,CUST00001,CUST00001_CHECKING,2025-01-03,-13.773258854007954,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000793,CUST00001,CUST00001_CHECKING,2025-01-16,-48.91605408018478,EUR,DEBIT,UTILITIES,ENERGY PROVIDER A PURCHASE,ENERGY PROVIDER A,False,True
TX00000794,CUST00001,CUST00001_CHECKING,2025-01-21,-45.761836501590444,EUR,DEBIT,SHOPPING,SPORTS EQUIPMENT PURCHASE,SPORTS EQUIPMENT,False,True
TX00000795,CUST00001,CUST00001_CHECKING,2025-01-24,-39.009964677578175,EUR,DEBIT,HEALTHCARE,PHYSIOTHERAPY PURCHASE,PHYSIOTHERAPY,False,True
TX00000796,CUST00001,CUST00001_CHECKING,2025-01-06,-12.818415259593857,EUR,DEBIT,RESTAURANT,BURGER JOINT PURCHASE,BURGER JOINT,False,True
TX00000797,CUST00001,CUST00001_CHECKING,2025-01-06,-1.551339123784403,EUR,DEBIT,TRANSPORT,FUEL STATION A PURCHASE,,False,True
TX00000798,CUST00001,CUST00001_CHECKING,2025-01-11,-16.218503177430282,EUR,DEBIT,RESTAURANT,MEXICAN GRILL PURCHASE,MEXICAN GRILL,False,True
TX00000799,CUST00001,CUST00001_CHECKING,2025-01-24,-8.861093914523698,EUR,DEBIT,RESTAURANT,SUSHI PLACE PURCHASE,SUSHI PLACE,False,True
TX00000800,CUST00001,CUST00001_CHECKING,2025-01-11,-20.564616335613923,EUR,DEBIT,TRANSPORT,TOLL ROADS PURCHASE,TOLL ROADS,False,True
TX00000801,CUST00001,CUST00001_CHECKING,2025-01-17,-20.89693437632038,EUR,DEBIT,SHOPPING,CLOTHING RETAILER A PURCHASE,CLOTHING RETAILER A,False,True
TX00000802,CUST00001,CUST00001_CHECKING,2025-01-15,-16.741256506853876,EUR,DEBIT,GROCERIES,NEIGHBORHOOD MARKET PURCHASE,NEIGHBORHOOD MARKET,False,True
TX00000803,CUST00001,CUST00001_CHECKING,2025-01-15,-701.7249858594112,EUR,DEBIT,TRANSFER_OUT,SAVINGS TRANSFER,,True,True
TX00000804,CUST00001,CUST00001_SAVINGS,2025-01-15,701.7249858594112,EUR,CREDIT,TRANSFER_IN,SAVINGS TRANSFER,,True,True
TX00000805,CUST00001,CUST00001_CHECKING,2025-02-01,2652.93137212167,EUR,CREDIT,SALARY,SALARY PAYMENT 2025-02,GOVERNMENT AGENCY,True,False
TX00000806,CUST00001,CUST00001_CHECKING,2025-02-01,2858.0032443902332,EUR,CREDIT,SALARY,SALARY PAYMENT 2025-02,CONSULTING FIRM LLP,True,False
TX00000807,CUST00001,CUST00001_CHECKING,2025-02-21,-392.797576724562,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-02,PERSONAL LOANS INC,True,False
TX00000808,CUST00001,CUST00001_CHECKING,2025-02-24,-869.7003346018394,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2025-02,,True,False
TX00000809,CUST00001,CUST00001_CHECKING,2025-02-22,-36.86326600082205,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2025-02,FITNESS APP,True,False
TX00000810,CUST00001,CUST00001_CHECKING,2025-02-06,-432.9770563201687,EUR,DEBIT,LOAN_PAYMENT,,PERSONAL LOANS INC,True,False
TX00000811,CUST00001,CUST00001_CHECKING,2025-02-12,-1020.0854118241206,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2025-02,HOME MORTGAGE BANK,True,False
TX00000812,CUST00001,CUST00001_CHECKING,2025-02-17,-24.43752583889521,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2025-02,,True,False
TX00000813,CUST00001,CUST00001_CHECKING,2025-02-25,-276.4784860194255,EUR,DEBIT,UTILITIES,,GAS SUPPLY INC,True,True
TX00000814,CUST00001,CUST00001_CHECKING,2025-02-09,-220.07688464694493,EUR,DEBIT,INSURANCE,INSURANCE 2025-02,,True,False
TX00000815,CUST00001,CUST00001_CHECKING,2025-02-18,-486.25281322982374,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-02,,True,False
TX00000816,CUST00001,CUST00001_CHECKING,2025-02-20,-90.5111439413406,EUR,DEBIT,UTILITIES,UTILITIES 2025-02,ELECTRIC COMPANY,True,True
TX00000817,CUST00001,CUST00001_CHECKING,2025-02-07,-57.76567802538356,EUR,DEBIT,SHOPPING,,PET STORE,False,True
TX00000818,CUST00001,CUST00001_CHECKING,2025-02-12,-19.874127718896208,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000819,CUST00001,CUST00001_CHECKING,2025-02-05,-18.80516639525326,EUR,DEBIT,GROCERIES,,SPECIALTY FOODS,False,True
TX00000820,CUST00001,CUST00001_CHECKING,2025-02-05,-21.561867845499908,EUR,DEBIT,GROCERIES,,CONVENIENCE STORE,False,True
TX00000821,CUST00001,CUST00001_CHECKING,2025-02-03,-44.50603799254519,EUR,DEBIT,UTILITIES,MUNICIPAL UTILITIES PURCHASE,MUNICIPAL UTILITIES,False,True
TX00000822,CUST00001,CUST00001_CHECKING,2025-02-21,-13.575457349593721,EUR,DEBIT,SHOPPING,DEPARTMENT STORE PURCHASE,DEPARTMENT STORE,False,True
TX00000823,CUST00001,CUST00001_CHECKING,2025-02-02,-26.323309643637106,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000824,CUST00001,CUST00001_CHECKING,2025-02-13,-23.39915277281951,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000825,CUST00001,CUST00001_CHECKING,2025-02-07,-17.600510943196724,EUR,DEBIT,GROCERIES,,LOCAL BUTCHER,False,True
TX00000826,CUST00001,CUST00001_CHECKING,2025-02-20,-10.422199002226858,EUR,DEBIT,ENTERTAINMENT,CINEMA CHAIN PURCHASE,CINEMA CHAIN,False,True
TX00000827,CUST00001,CUST00001_CHECKING,2025-02-22,-19.86720186823866,EUR,DEBIT,RESTAURANT,LOCAL DINER PURCHASE,LOCAL DINER,False,True
TX00000828,CUST00001,CUST00001_CHECKING,2025-02-09,-23.384403660866926,EUR,DEBIT,GROCERIES,BAKERY DELIGHTS PURCHASE,BAKERY DELIGHTS,False,True
TX00000829,CUST00001,CUST00001_CHECKING,2025-02-21,-42.296372713287035,EUR,DEBIT,SHOPPING,HARDWARE STORE PURCHASE,HARDWARE STORE,False,True
TX00000830,CUST00001,CUST00001_CHECKING,2025-02-27,-18.035582964635214,EUR,DEBIT,TRANSPORT,RIDE SHARE APP PURCHASE,RIDE SHARE APP,False,True
TX00000831,CUST00001,CUST00001_CHECKING,2025-02-21,-29.570101583937298,EUR,DEBIT,RESTAURANT,BURGER JOINT PURCHASE,BURGER JOINT,False,True
TX00000832,CUST00001,CUST00001_CHECKING,2025-02-04,-36.7764115660037,EUR,DEBIT,GROCERIES,NEIGHBORHOOD MARKET PURCHASE,NEIGHBORHOOD MARKET,False,True
TX00000833,CUST00001,CUST00001_CHECKING,2025-02-15,-8.848806939037305,EUR,DEBIT,RESTAURANT,FAST FOOD CHAIN A PURCHASE,FAST FOOD CHAIN A,False,True
TX00000834,CUST00001,CUST00001_CHECKING,2025-02-04,-2.130458820129937,EUR,DEBIT,RESTAURANT,,PIZZA DELIVERY,False,True
TX00000835,CUST00001,CUST00001_CHECKING,2025-02-03,-55.16665692459551,EUR,DEBIT,SHOPPING,DISCOUNT RETAILER PURCHASE,DISCOUNT RETAILER,False,True
TX00000836,CUST00001,CUST00001_CHECKING,2025-02-22,-36.8222686083247,EUR,DEBIT,SHOPPING,CLOTHING RETAILER A PURCHASE,CLOTHING RETAILER A,False,True
TX00000837,CUST00001,CUST00001_CHECKING,2025-02-01,-17.539484170872278,EUR,DEBIT,SUBSCRIPTION,PRODUCTIVITY SUITE PURCHASE,PRODUCTIVITY SUITE,False,True
TX00000838,CUST00001,CUST00001_CHECKING,2025-02-22,-19.714750847131405,EUR,DEBIT,GROCERIES,,NEIGHBORHOOD MARKET,False,True
TX00000839,CUST00001,CUST00001_CHECKING,2025-02-12,-27.104017234050716,EUR,DEBIT,HEALTHCARE,DENTAL OFFICE PURCHASE,DENTAL OFFICE,False,True
TX00000840,CUST00001,CUST00001_CHECKING,2025-02-02,-11.502528174764326,EUR,DEBIT,GROCERIES,LOCAL BUTCHER PURCHASE,LOCAL BUTCHER,False,True
TX00000841,CUST00001,CUST00001_CHECKING,2025-02-27,-22.137692873435107,EUR,DEBIT,SUBSCRIPTION,CLOUD STORAGE PURCHASE,CLOUD STORAGE,False,True
TX00000842,CUST00001,CUST00001_CHECKING,2025-02-05,-25.853223871327195,EUR,DEBIT,RESTAURANT,SANDWICH SHOP PURCHASE,SANDWICH SHOP,False,True
TX00000843,CUST00001,CUST00001_CHECKING,2025-02-24,-1.9447250272224388,EUR,DEBIT,TRANSPORT,PARKING SERVICES PURCHASE,PARKING SERVICES,False,True
TX00000844,CUST00001,CUST00001_CHECKING,2025-02-04,-68.27143235535569,EUR,DEBIT,UTILITIES,MUNICIPAL UTILITIES PURCHASE,MUNICIPAL UTILITIES,False,True
TX00000845,CUST00001,CUST00001_CHECKING,2025-02-27,-82.50524953412028,EUR,DEBIT,HEALTHCARE,,OPTICIAN,False,True
TX00000846,CUST00001,CUST00001_CHECKING,2025-02-14,-44.847195426804454,EUR,DEBIT,RESTAURANT,CHINESE TAKEAWAY PURCHASE,,False,True
TX00000847,CUST00001,CUST00001_CHECKING,2025-02-13,-18.946599418415563,EUR,DEBIT,MISCELLANEOUS,WIRE TRANSFER PURCHASE,WIRE TRANSFER,False,True
TX00000848,CUST00001,CUST00001_CHECKING,2025-02-01,-2.197484098505219,EUR,DEBIT,RESTAURANT,,MEXICAN GRILL,False,True
TX00000849,CUST00001,CUST00001_CHECKING,2025-02-02,-81.36703370877706,EUR,DEBIT,SHOPPING,BOOKSTORE PURCHASE,BOOKSTORE,False,True
TX00000850,CUST00001,CUST00001_CHECKING,2025-02-01,-37.08809378042977,EUR,DEBIT,GROCERIES,ONLINE GROCERY PURCHASE,,False,True
TX00000851,CUST00001,CUST00001_CHECKING,2025-02-26,-32.59776858732757,EUR,DEBIT,GROCERIES,,FRESH PRODUCE STORE,False,True
TX00000852,CUST00001,CUST00001_CHECKING,2025-02-15,-9.205429952689212,EUR,DEBIT,TRANSPORT,FUEL STATION B PURCHASE,FUEL STATION B,False,True
TX00000853,CUST00001,CUST00001_CHECKING,2025-02-03,-105.7148273624114,EUR,DEBIT,HEALTHCARE,MEDICAL CLINIC PURCHASE,MEDICAL CLINIC,False,True
TX00000854,CUST00001,CUST00001_CHECKING,2025-02-13,-49.065016291488774,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000855,CUST00001,CUST00001_CHECKING,2025-02-22,-12.725524800344365,EUR,DEBIT,TRANSPORT,BIKE SHARE PURCHASE,BIKE SHARE,False,True
TX00000856,CUST00001,CUST00001_CHECKING,2025-02-08,-21.080600609310785,EUR,DEBIT,SUBSCRIPTION,,MUSIC UNLIMITED,False,True
TX00000857,CUST00001,CUST00001_CHECKING,2025-02-09,-118.78832918877745,EUR,DEBIT,GROCERIES,,,False,True
TX00000858,CUST00001,CUST00001_CHECKING,2025-02-15,-24.020380890106164,EUR,DEBIT,GROCERIES,CONVENIENCE STORE PURCHASE,CONVENIENCE STORE,False,True
TX00000859,CUST00001,CUST00001_CHECKING,2025-02-20,-79.80650277166207,EUR,DEBIT,MISCELLANEOUS,CHECK DEPOSIT PURCHASE,CHECK DEPOSIT,False,True
TX00000860,CUST00001,CUST00001_CHECKING,2025-02-20,-19.852278383144174,EUR,DEBIT,ENTERTAINMENT,SPORTS TICKETS PURCHASE,SPORTS TICKETS,False,True
TX00000861,CUST00001,CUST00001_CHECKING,2025-02-06,-7.720839419404783,EUR,DEBIT,MISCELLANEOUS,CASH DEPOSIT PURCHASE,CASH DEPOSIT,False,True
TX00000862,CUST00001,CUST00001_CHECKING,2025-02-24,-21.45435427356069,EUR,DEBIT,SHOPPING,SPORTS EQUIPMENT PURCHASE,SPORTS EQUIPMENT,False,True
TX00000863,CUST00001,CUST00001_CHECKING,2025-02-26,-51.35609168034332,EUR,DEBIT,HEALTHCARE,PHYSIOTHERAPY PURCHASE,PHYSIOTHERAPY,False,True
TX00000864,CUST00001,CUST00001_CHECKING,2025-02-18,-16.641386785249924,EUR,DEBIT,RESTAURANT,BURGER JOINT PURCHASE,BURGER JOINT,False,True
TX00000865,CUST00001,CUST00001_CHECKING,2025-02-15,-482.65008686617693,EUR,DEBIT,TRANSFER_OUT,SAVINGS TRANSFER,,True,True
TX00000866,CUST00001,CUST00001_SAVINGS,2025-02-15,482.65008686617693,EUR,CREDIT,TRANSFER_IN,SAVINGS TRANSFER,,True,True
TX00000867,CUST00001,CUST00001_CHECKING,2025-03-01,2753.4005288854783,EUR,CREDIT,SALARY,SALARY PAYMENT 2025-03,HEALTHCARE PARTNERS,True,False
TX00000868,CUST00001,CUST00001_CHECKING,2025-03-03,2632.03902108947,EUR,CREDIT,SALARY,SALARY PAYMENT 2025-03,GLOBAL RETAIL GROUP,True,False
TX00000869,CUST00001,CUST00001_CHECKING,2025-03-21,-392.797576724562,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-03,,True,False
TX00000870,CUST00001,CUST00001_CHECKING,2025-03-24,-869.7003346018394,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2025-03,LANDLORD SERVICES,True,False
TX00000871,CUST00001,CUST00001_CHECKING,2025-03-22,-36.86326600082205,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2025-03,FITNESS APP,True,False
TX00000872,CUST00001,CUST00001_CHECKING,2025-03-06,-432.9770563201687,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-03,PERSONAL LOANS INC,True,False
TX00000873,CUST00001,CUST00001_CHECKING,2025-03-12,-1020.0854118241206,EUR,DEBIT,RENT_MORTGAGE,RENT_MORTGAGE 2025-03,HOME MORTGAGE BANK,True,False
TX00000874,CUST00001,CUST00001_CHECKING,2025-03-17,-24.43752583889521,EUR,DEBIT,SUBSCRIPTION,SUBSCRIPTION 2025-03,MUSIC UNLIMITED,True,False
TX00000875,CUST00001,CUST00001_CHECKING,2025-03-25,-197.48463287101822,EUR,DEBIT,UTILITIES,UTILITIES 2025-03,GAS SUPPLY INC,True,True
TX00000876,CUST00001,CUST00001_CHECKING,2025-03-09,-220.07688464694493,EUR,DEBIT,INSURANCE,,AUTO INSURANCE INC,True,False
TX00000877,CUST00001,CUST00001_CHECKING,2025-03-18,-486.25281322982374,EUR,DEBIT,LOAN_PAYMENT,LOAN_PAYMENT 2025-03,PERSONAL LOANS INC,True,False
TX00000878,CUST00001,CUST00001_CHECKING,2025-03-20,-64.65081710095758,EUR,DEBIT,UTILITIES,UTILITIES 2025-03,,True,True
TX00000879,CUST00001,CUST00001_CHECKING,2025-03-08,-31.16629929858289,EUR,DEBIT,GROCERIES,DISCOUNT GROCERY PURCHASE,DISCOUNT GROCERY,False,True
TX00000880,CUST00001,CUST00001_CHECKING,2025-03-11,-16.999857843030377,EUR,DEBIT,SHOPPING,ONLINE MARKETPLACE PURCHASE,ONLINE MARKETPLACE,False,True
TX00000881,CUST00001,CUST00001_CHECKING,2025-03-27,-9.370418547843915,EUR,DEBIT,RESTAURANT,MEXICAN GRILL PURCHASE,MEXICAN GRILL,False,True
TX00000882,CUST00001,CUST00001_CHECKING,2025-03-16,-16.506147571441907,EUR,DEBIT,SHOPPING,DEPARTMENT STORE PURCHASE,DEPARTMENT STORE,False,True
TX00000883,CUST00001,CUST00001_CHECKING,2025-03-18,-103.10262719555523,EUR,DEBIT,GROCERIES,WHOLESALE CLUB PURCHASE,WHOLESALE CLUB,False,True
TX00000884,CUST00001,CUST00001_CHECKING,2025-03-26,-15.133666079524218,EUR,DEBIT,MISCELLANEOUS,CASH DEPOSIT PURCHASE,CASH DEPOSIT,False,True
TX00000885,CUST00001,CUST00001_CHECKING,2025-03-18,-42.92475492945984,EUR,DEBIT,UTILITIES,MUNICIPAL UTILITIES PURCHASE,MUNICIPAL UTILITIES,False,True
TX00000886,CUST00001,CUST00001_CHECKING,2025-03-10,-14.225826641862577,EUR,DEBIT,MISCELLANEOUS,ATM WITHDRAWAL PURCHASE,ATM WITHDRAWAL,False,True
TX00000887,CUST00001,CUST00001_CHECKING,2025-03-15,-24.656618195047518,EUR,DEBIT,GROCERIES,NEIGHBORHOOD MARKET PURCHASE,,False,True
TX00000888,CUST00001,CUST00001_CHECKING,2025-03-03,-50.508498742308056,EUR,DEBIT,GROCERIES,ORGANIC FOODS MARKET PURCHASE,ORGANIC FOODS MARKET,False,True
TX00000889,CUST00001,CUST00001_CHECKING,2025-03-18,-40.21109391066052,EUR,DEBIT,UTILITIES,GAS SUPPLY INC PURCHASE,GAS SUPPLY INC,False,True
